Name,Total level rank,Total level,Total level xp,Attack rank,Attack level,Attack xp,Defence rank,Defence level,Defence xp,Strength rank,Strength level,Strength xp,Hitpoints rank,Hitpoints level,Hitpoints xp,Ranged rank,Ranged level,Ranged xp,Prayer rank,Prayer level,Prayer xp,Magic rank,Magic level,Magic xp,Cooking rank,Cooking level,Cooking xp,Woodcutting rank,Woodcutting level,Woodcutting xp,Fletching rank,Fletching level,Fletching xp,Fishing rank,Fishing level,Fishing xp,Firemaking rank,Firemaking level,Firemaking xp,Crafting rank,Crafting level,Crafting xp,Smithing rank,Smithing level,Smithing xp,Mining rank,Mining level,Mining xp,Herblore rank,Herblore level,Herblore xp,Agility rank,Agility level,Agility xp,Thieving rank,Thieving level,Thieving xp,Slayer rank,Slayer level,Slayer xp,Farming rank,Farming level,Farming xp,Runecraft rank,Runecraft level,Runecraft xp,Hunter rank,Hunter level,Hunter xp,Construction rank,Construction level,Construction xp,League points rank,League points,BH Hunter rank,BH Hunter points,BH Rogue rank,BH Rogue points,All clues rank,All clues KC,Beginner clues rank,Beginner clues KC,Easy clues rank,Easy clues KC,Medium clues rank,Medium clues KC,Hard clues rank,Hard clues KC,Elite clues rank,Elite clues KC,Master clues rank,Master clues KC,LMS rank,LMS points,SW Zeal rank,SW points,Abyssal Sire rank,Abyssal Sire KC,Alchemical Hydra rank,Alchemical Hydra KC,Barrows Chests rank,Barrows Chests KC,Bryophyta rank,Bryophyta KC,Callisto rank,Callisto KC,Cerberus rank,Cerberus KC,Chambers of Xeric rank,Chambers of Xeric KC,Chambers of Xeric: Challenge Mode rank,Chambers of Xeric: Challenge Mode KC,Chaos Elemental rank,Chaos Elemental KC,Chaos Fanatic rank,Chaos Fanatic KC,Commander Zilyana rank,Commander Zilyana KC,Corporeal Beast rank,Corporeal Beast KC,Crazy Archaelogist rank,Crazy Archaelogist KC,Dagannoth Prime rank,Dagannoth Prime KC,Dagannoth Rex rank,Dagannoth Rex KC,Dagannoth Supreme rank,Dagannoth Supreme KC,Deranged Archaelogist rank,Deranged Archaelogist KC,General Graardor rank,General Graardor KC,Giant Mole rank,Giant Mole KC,Grotesque Guardians rank,Grotesque Guardians KC,Hespori rank,Hespori KC,Kalphite Queen rank,Kalphite Queen KC,King Black Dragon rank,King Black Dragon KC,Kraken rank,Kraken KC,Kree'Arra rank,Kree'Arra KC,K'ril Tsutsaroth rank,K'ril Tsutsaroth KC,Mimic rank,Mimic KC,Nightmare rank,Nightmare KC,Obor rank,Obor KC,Sarachnis rank,Sarachnis KC,Scorpia rank,Scorpia KC,Skotizo rank,Skotizo KC,The Gauntlet rank,The Gauntlet KC,The Corrupted Gauntlet rank,The Corrupted Gauntlet KC,Theatre of Blood rank,Theatre of Blood KC,Thermonuclear Smoke Devil rank,Thermonuclear Smoke Devil KC,TzKal-Zuk rank,TzKal-Zuk KC,TzTok-Jad rank,TzTok-Jad KC,Venenatis rank,Venenatis KC,Vet'ion rank,Vet'ion KC,Vorkath rank,Vorkath KC,Wintertodt rank,Wintertodt KC,Zalcano rank,Zalcano KC,Zulrah rank,Zulrah KC
SoGangsta,2600,2277,760066288,24675,99,25180919,17189,99,26871181,26922,99,25000938,1927,99,122796180,334,99,200000000,1249,99,16697875,8086,99,25717090,11198,99,25080282,29924,99,13066519,3121,99,25001606,29927,99,13044010,11884,99,13051519,9629,99,13109684,5388,99,13101683,14966,99,13052047,1163,99,20255690,8651,99,13038515,1076,99,25155066,2210,99,53308684,1670,99,26383620,6390,99,13036464,3731,99,25082140,9316,99,13034576,2945,55980,-1,-1,-1,-1,14073,43,6826,26,40605,3,74979,1,20034,9,9461,4,-1,-1,-1,-1,-1,-1,5547,105,-1,-1,2136,209,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16818,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11327,290,5182,250,2063,104,-1,-1,-1,-1,-1,-1,-1,-1,4205,225,544,602,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1712,100,1557,80,-1,-1,337,5,481,30,-1,-1,-1,-1,-1,-1,-1,-1,4841,50,928,500
Fine%20Vagina,3901,2277,646271766,4144,99,62595118,17103,99,26912664,1354,99,134389666,4254,99,90514678,12352,99,30734757,6567,99,13051494,12348,99,19079003,37785,99,13122789,33250,99,13036511,10070,99,13064523,31063,99,13039626,14790,99,13037831,11637,99,13050268,7334,99,13041558,16945,99,13035288,6735,99,13060395,6789,99,13097406,8413,99,13570491,2922,99,48692620,4552,99,25003404,5801,99,13037898,3926,99,25056738,7733,99,13047040,2946,55970,-1,-1,-1,-1,4368,122,2276,57,5027,26,22802,4,5538,24,2867,11,-1,-1,-1,-1,-1,-1,1500,258,-1,-1,23936,64,3816,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12742,162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23623,182,2308,750,955,250,-1,-1,-1,-1,-1,-1,3095,975,7443,143,1374,500,-1,-1,-1,-1,3528,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1662,77,20239,68,-1,-1,3028,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Gerw1n,800,2277,977392936,24851,99,25148312,155,99,178378751,18546,99,29291542,1603,99,130713901,15749,99,25094533,169,99,26434673,1795,99,52955923,8808,99,25432827,1852,99,35103604,428,99,26027991,2225,99,29326234,3157,99,25002364,904,99,25026913,981,99,25004235,3085,99,25003800,3075,99,13452881,269,99,40817659,1295,99,25053981,584,99,78789305,1120,99,27361467,5960,99,13037550,19,99,69912299,495,99,25022191,2947,55970,-1,-1,-1,-1,1976,212,5139,33,3582,37,650,80,1925,44,1510,17,932,1,-1,-1,-1,-1,2449,250,-1,-1,17512,85,8885,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,182,301,158,306,156,308,-1,-1,-1,-1,-1,-1,572,250,-1,-1,-1,-1,-1,-1,272,1955,-1,-1,-1,-1,-1,-1,-1,-1,751,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1606,250,-1,-1,-1,-1,-1,-1
goodwein,3607,2277,673221101,5284,99,55608073,2419,99,59172380,1932,99,111904140,4661,99,87116265,17732,99,22002688,7170,99,13041288,13160,99,17975210,10667,99,25121298,9098,99,25005166,2557,99,25011100,17523,99,13925643,11281,99,13059386,2947,99,14503776,6908,99,13047135,11919,99,13329337,1384,99,16828353,5809,99,13286003,792,99,25442466,9751,99,28043698,4072,99,25094587,4204,99,13041322,1205,99,28511275,3706,99,13150512,2948,55970,-1,-1,-1,-1,1038,305,1032,99,2375,59,1715,48,763,75,888,24,-1,-1,-1,-1,-1,-1,4404,133,-1,-1,26971,56,-1,-1,-1,-1,11481,221,-1,-1,-1,-1,-1,-1,-1,-1,21166,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20119,209,2385,750,4860,52,-1,-1,-1,-1,-1,-1,10172,500,-1,-1,2037,500,-1,-1,2097,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,777,110,6852,198,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Fordham,935,2277,950005346,6526,99,49817316,116,99,200000000,1775,99,117333399,1455,99,134923317,15900,99,25037248,1680,99,14994215,7905,99,25884335,4031,99,30966854,33546,99,13036037,398,99,26115228,32597,99,13036762,2688,99,25005405,993,99,25017892,8051,99,13036208,7151,99,15664601,4128,99,13245178,6843,99,13091496,2239,99,25002011,403,99,85725954,1528,99,26571788,4967,99,13039620,720,99,30418946,8336,99,13041536,2949,55970,-1,-1,-1,-1,4748,114,25933,9,7234,16,18507,5,1404,53,613,30,920,1,-1,-1,-1,-1,6798,100,-1,-1,1722,226,-1,-1,-1,-1,30119,75,-1,-1,-1,-1,-1,-1,-1,-1,17191,117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27304,159,2089,750,-1,-1,-1,-1,-1,-1,-1,-1,5907,751,4002,234,2206,500,-1,-1,60,666,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5810,223,-1,-1,2904,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cypher%20Cynic,1064,2277,929710490,856,99,123677086,1488,99,70592191,2822,99,91670833,2302,99,115380682,15533,99,25240142,5914,99,13069423,5779,99,29506773,302,99,86408142,1931,99,34714895,5096,99,13891849,5476,99,25104737,1654,99,25040518,11250,99,13057305,3327,99,13443166,1618,99,25738733,3755,99,13298214,5136,99,13635704,1342,99,25043735,426,99,84855352,289,99,33869656,3902,99,13042448,2127,99,26370998,6982,99,13057908,2950,55970,-1,-1,-1,-1,2730,174,1650,71,11275,10,581,85,37110,4,10159,4,-1,-1,-1,-1,-1,-1,2558,250,-1,-1,145,500,657,45,-1,-1,570,712,-1,-1,-1,-1,-1,-1,-1,-1,7947,239,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3335,500,70,788,1058,250,-1,-1,-1,-1,-1,-1,480,1730,3804,243,5763,267,-1,-1,-1,-1,584,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12094,126,-1,-1,3238,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
zulrah%20only,2846,2277,738617918,15087,99,31737624,20352,99,25506435,25902,99,25025678,4233,99,90730192,1400,99,163840823,904,99,20701453,5863,99,29313949,12272,99,25041915,11224,99,21427305,402,99,26107697,24270,99,13151914,3279,99,25001781,101,99,27316089,4210,99,13228219,9852,99,13979721,3757,99,13298056,2135,99,25004935,2274,99,25001870,3677,99,44229430,6719,99,15884898,5488,99,13038558,4212,99,25035732,572,99,25013644,2951,55970,-1,-1,-1,-1,6114,92,5558,31,19397,6,2473,40,16501,11,10350,4,-1,-1,-1,-1,-1,-1,207,500,-1,-1,5624,150,10077,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,576,159,657,159,605,160,-1,-1,-1,-1,-1,-1,3002,100,-1,-1,-1,-1,-1,-1,1357,1324,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2621,15,-1,-1,-1,-1,418,750,-1,-1,-1,-1,-1,-1
4S5A5S1N,7110,2253,665434919,1823,99,89632461,9044,99,34585129,4671,99,69045823,4829,99,85768154,7941,99,46180884,2481,99,13794260,7378,99,26535915,13133,99,25020134,19179,99,14788849,709,99,25562280,33128,99,13036248,8658,99,13140647,9010,99,13139561,13896,91,6357364,12691,99,13207716,2536,99,13705148,1413,99,26241054,1783,99,25005766,4764,99,39456103,2693,99,25621325,15937,83,2913900,890,99,29648870,7706,99,13047328,2952,55970,-1,-1,-1,-1,6533,87,48323,5,4554,29,7416,15,5220,25,2363,13,-1,-1,-1,-1,-1,-1,600,500,-1,-1,910,284,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21025,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6154,379,1236,750,3393,100,-1,-1,-1,-1,-1,-1,1718,1233,2459,296,2193,500,-1,-1,4978,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
PoC-Waz,2950,2277,729001264,4674,99,59167608,2863,99,55221758,3950,99,75845724,6535,99,73899292,17072,99,23271150,2105,99,14176361,8434,99,25441412,3952,99,31187011,412,99,50739289,3339,99,25000150,8311,99,25001705,2684,99,25005435,3312,99,14205578,2113,99,14404756,1665,99,25642454,1442,99,16396260,4393,99,14243900,702,99,25622394,6905,99,32999570,3241,99,25351516,2827,99,13049589,138,99,38124652,768,99,25003700,2953,55970,-1,-1,-1,-1,69,1037,424,164,30,404,46,305,251,113,218,50,564,1,-1,-1,-1,-1,-1,-1,-1,-1,5800,150,-1,-1,-1,-1,3950,379,-1,-1,-1,-1,-1,-1,-1,-1,7343,250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29585,145,1708,750,1926,109,-1,-1,-1,-1,-1,-1,8097,631,9700,103,1767,500,-1,-1,-1,-1,1511,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1223,473,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Goblish,1828,2277,829220982,3046,99,71763875,1864,99,65104732,1257,99,139674561,1535,99,132461771,11993,99,31579039,1048,99,18469919,4650,99,32552738,13765,99,25009162,15707,99,16454546,1598,99,25117218,32555,99,13036805,2801,99,25004449,8572,99,13164085,5046,99,13124246,3467,99,25000603,6240,99,13077098,2673,99,19289792,2022,99,25003079,3011,99,48106106,4231,99,25061472,4537,99,13040524,4055,99,25043662,5690,99,13081500,2954,55970,-1,-1,-1,-1,5990,93,3938,40,4088,32,15085,6,12447,13,16959,2,-1,-1,-1,-1,-1,-1,5961,100,-1,-1,4184,166,-1,-1,-1,-1,34220,50,-1,-1,-1,-1,-1,-1,-1,-1,8814,220,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12513,275,3305,500,2642,100,-1,-1,-1,-1,-1,-1,1376,1318,421,510,2938,385,-1,-1,1145,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16496,100,-1,-1,2730,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Oh%20Kay%20Den,2919,2277,731313425,2719,99,75313757,839,99,86982274,2058,99,108410039,2833,99,106587873,14685,99,26322735,1929,99,14450228,9826,99,25000633,11946,99,25052480,8424,99,25018873,2106,99,25033063,22606,99,13229270,11673,99,13053733,3540,99,14076343,4270,99,13218094,7442,99,15402518,3825,99,13288349,5910,99,13249428,2948,99,20784302,4564,99,40337252,6097,99,16812083,2014,99,13068946,12353,99,13391336,2800,99,13229816,2955,55970,-1,-1,-1,-1,4013,131,1773,68,2919,46,11241,9,33304,5,13778,3,-1,-1,-1,-1,-1,-1,2598,250,-1,-1,10668,115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7801,343,6851,250,3820,100,-1,-1,-1,-1,-1,-1,3444,915,-1,-1,23,1116,-1,-1,3104,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1787,73,18728,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Germaphobic,1311,2277,893056108,359,99,174316300,1139,99,78203705,1498,99,127702615,1132,99,145623436,8835,99,41827930,7763,99,13036650,8765,99,25249148,22872,99,15872998,33571,99,13036005,4799,99,14089375,21925,99,13268998,12030,99,13050077,11239,99,13057474,3857,99,13294907,8064,99,14936190,1620,99,15357672,7179,99,13063128,8968,99,13491610,1738,99,57504950,2251,99,25873816,6765,99,13035600,3712,99,25085140,5821,99,13078384,2956,55970,-1,-1,-1,-1,7588,75,9315,20,13520,8,6958,16,6329,22,3703,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5916,15,-1,-1,4815,350,-1,-1,-1,-1,-1,-1,-1,-1,3382,366,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21630,198,1839,750,1114,250,-1,-1,-1,-1,-1,-1,5149,771,416,512,27677,55,-1,-1,302,352,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1170,100,12521,123,-1,-1,2776,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
sefeeee,1574,2277,855600350,3532,99,66956321,2111,99,62592550,322,99,200000000,1574,99,131355679,10043,99,37122846,6182,99,13061695,7460,99,26417671,8487,99,25520629,34000,99,13035381,717,99,25556339,34011,99,13035651,14212,99,13039018,7070,99,13283866,3123,99,13523333,7480,99,15372227,534,99,25046884,5196,99,13597016,17286,99,13035477,2148,99,53760827,2319,99,25830183,6735,99,13035689,1258,99,28365636,7135,99,13055432,2957,55960,-1,-1,-1,-1,12411,48,16132,13,40873,3,22474,4,6183,22,5961,6,-1,-1,-1,-1,-1,-1,2155,250,-1,-1,6623,141,-1,-1,-1,-1,2700,440,-1,-1,-1,-1,-1,-1,-1,-1,11959,172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10431,300,1061,750,769,250,-1,-1,-1,-1,-1,-1,6517,750,2936,272,1584,500,-1,-1,4620,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,360,148,16208,101,-1,-1,2438,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Half%20Alive,3365,2277,693831727,3358,99,68683671,3276,99,52497026,4869,99,67415677,5773,99,78758693,13177,99,28948036,7287,99,13040013,8517,99,25383435,3791,99,31662021,706,99,44549063,5907,99,13570592,7074,99,25014572,2095,99,25015413,4695,99,13649665,6116,99,13068298,1480,99,26045263,3840,99,13286070,3367,99,15960437,4372,99,14967078,1802,99,56729494,13588,99,13118551,5682,99,13038165,2285,99,26104534,2384,99,13325960,2958,55960,-1,-1,-1,-1,5749,97,14854,14,3419,39,18788,5,3592,31,4402,8,-1,-1,-1,-1,-1,-1,2724,250,-1,-1,737,305,-1,-1,-1,-1,18355,143,-1,-1,-1,-1,-1,-1,-1,-1,16869,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8699,327,7473,160,-1,-1,-1,-1,-1,-1,-1,-1,7334,750,8247,129,12255,158,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14579,110,-1,-1,1239,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Sir%20Idwaly,510,2277,1054386897,2875,99,73703598,1808,99,66001206,957,99,158580022,1085,99,147404999,8390,99,43962927,690,99,25009830,2061,99,49460875,8119,99,25637685,1814,99,35269875,756,99,25525744,7645,99,25005594,2146,99,25014019,326,99,25409035,575,99,25074913,2465,99,25040588,831,99,25006709,124,99,46077836,1472,99,25024122,654,99,75760639,1359,99,26883341,156,99,25017849,917,99,29504440,622,99,25011051,2959,55950,-1,-1,-1,-1,56477,10,73202,3,-1,-1,74645,1,50336,2,10077,4,-1,-1,-1,-1,-1,-1,2074,250,-1,-1,3810,172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,298,300,169,305,122,319,-1,-1,-1,-1,-1,-1,824,250,-1,-1,-1,-1,-1,-1,5277,766,-1,-1,-1,-1,-1,-1,-1,-1,2938,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1029,30,-1,-1,-1,-1,593,501,-1,-1,-1,-1,-1,-1
Baconarcher,1635,2277,849849967,25875,99,25031225,15152,99,28199971,25850,99,25029176,1728,99,127612375,901,99,200000000,3648,99,13287442,8231,99,25592970,12439,99,25037041,1174,99,39148957,2873,99,25004428,798,99,56521302,9245,99,13109859,413,99,25266536,1462,99,16532264,785,99,29178157,2278,99,13887419,4987,99,13736356,3683,99,16023100,3533,99,45022166,871,99,28120597,6939,99,13035186,527,99,31734537,1322,99,13738903,2960,55950,-1,-1,-1,-1,3151,158,8060,23,4604,29,4617,26,1156,59,1132,21,-1,-1,-1,-1,-1,-1,6989,100,-1,-1,-1,-1,4818,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1623,93,1949,93,1741,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10165,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3294,53,-1,-1,20454,67,-1,-1,-1,-1,-1,-1,-1,-1,495,541,-1,-1,878,193,4062,251
Chuuuil,2334,2277,782512439,22774,99,25786772,23540,99,25003950,23878,99,25495219,1376,99,137338267,598,99,200000000,2330,99,13927213,9657,99,25008557,7465,99,25943528,3152,99,30248440,3870,99,16093278,11352,99,17330370,6208,99,13669956,364,99,25342122,1291,99,18091836,6809,99,15988087,20,99,38100308,5635,99,13353379,10875,99,13294979,11589,99,25949054,3145,99,25386258,5043,99,13039510,3756,99,25079236,8260,99,13042120,2961,55930,-1,-1,-1,-1,363,495,122,258,1143,91,2040,44,652,81,1227,20,1139,1,-1,-1,-1,-1,2808,250,-1,-1,332,392,119,80,-1,-1,10293,237,-1,-1,-1,-1,-1,-1,-1,-1,10899,187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29642,145,5156,250,3835,100,-1,-1,-1,-1,-1,-1,-1,-1,757,500,28257,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,449,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1390,132,1683,500
AlbinoChip,1923,2277,819599576,2532,99,77493512,1494,99,70478194,3636,99,79471567,4207,99,90976710,11413,99,33016561,968,99,19596535,7020,99,27053748,11511,99,25068118,5975,99,25712657,803,99,25482935,6403,99,25036522,2470,99,25007802,1155,99,25008250,3302,99,13452545,12041,99,13306092,280,99,25216103,767,99,32291466,1787,99,25005639,1906,99,55837090,3086,99,25416531,67,99,25208912,932,99,29427307,403,99,25034780,2962,55920,-1,-1,-1,-1,4590,117,3957,40,3332,40,8259,13,7151,20,9386,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9428,121,-1,-1,-1,-1,1097,599,-1,-1,-1,-1,-1,-1,-1,-1,5164,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8899,323,1354,750,3555,100,-1,-1,-1,-1,-1,-1,5790,753,3586,250,820,540,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22554,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Thamnos,1918,2277,820134126,369,99,172499209,11955,99,30919216,2496,99,97873199,2397,99,113769276,14417,99,26739549,2741,99,13618775,7168,99,26829764,11271,99,25077093,6016,99,25682913,3233,99,25000789,1347,99,38783188,6770,99,13416065,2768,99,14688006,5002,99,13128260,13710,99,13111548,2017,99,14239313,5655,99,13344282,6635,99,13888788,1446,99,61086429,1362,99,26871856,5957,99,13037552,12765,99,13311220,2875,99,13217836,2963,55920,-1,-1,-1,-1,1125,294,1250,86,922,99,2914,37,1321,55,1741,16,1110,1,-1,-1,-1,-1,5385,108,-1,-1,15354,95,2122,27,-1,-1,2778,435,-1,-1,-1,-1,-1,-1,-1,-1,9375,210,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3508,500,2351,750,1759,117,-1,-1,-1,-1,-1,-1,18134,251,7156,150,6189,256,-1,-1,-1,-1,1353,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1317,92,17673,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Divine One,2157,2277,797622913,4631,99,59453547,264,99,139281310,4780,99,68133119,3021,99,104245048,11041,99,33993502,4146,99,13195031,16819,99,14959683,10398,99,25148268,6139,99,25594057,4941,99,13975011,3541,99,25898994,9878,99,13086499,2276,99,15419068,4759,99,13154656,2171,99,25130999,2297,99,13871914,4118,99,14509762,6852,99,13840926,3234,99,46655564,47,99,63017604,1734,99,13100778,1600,99,27410776,1000,99,14546797,2964,55920,-1,-1,-1,-1,4333,123,11713,17,3262,41,7078,16,3012,34,1934,15,-1,-1,-1,-1,-1,-1,2553,250,-1,-1,10515,115,-1,-1,-1,-1,24568,110,-1,-1,-1,-1,-1,-1,-1,-1,4510,319,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,249,807,9563,102,1111,250,-1,-1,-1,-1,-1,-1,5264,766,1727,343,886,529,-1,-1,1265,170,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2349,60,9375,146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Elena11,894,2277,958398941,16270,99,30424973,10408,99,32675928,17574,99,30265997,329,99,200000000,10323,99,36141695,978,99,19415218,88,99,200000000,6001,99,27167823,6468,99,25412900,1019,99,25333653,2964,99,26841338,1235,99,25095380,4621,99,13667351,731,99,25025434,10717,99,13649121,2195,99,13973421,97,99,47629509,11218,99,13268878,696,99,74411473,3829,99,25153035,1078,99,13227359,2378,99,25965409,1452,99,13653046,2965,55920,-1,-1,-1,-1,5337,104,7646,24,10146,11,7097,16,2695,36,1574,17,-1,-1,-1,-1,-1,-1,775,367,-1,-1,2223,206,6672,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112,316,133,315,148,309,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4748,791,-1,-1,-1,-1,-1,-1,4841,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1018,101,770,586,-1,-1,3331,15,-1,-1,-1,-1,1249,264,-1,-1,-1,-1,-1,-1
new2osrs07,284,2277,1156702493,861,99,123297069,666,99,95327911,2480,99,98212266,1255,99,141269425,13205,99,28899260,2146,99,14133562,2498,99,44268458,1536,99,43426357,264,99,56790952,26,99,56329233,5801,99,25075594,998,99,25154469,237,99,25684796,20,99,61864643,61,99,78398636,2143,99,14052686,823,99,31672683,788,99,25447700,814,99,71394136,879,99,28093056,36,99,25895164,1465,99,27801840,1061,99,14212597,2966,55920,-1,-1,-1,-1,6042,93,25945,9,24013,5,2436,40,2615,36,13138,3,-1,-1,-1,-1,-1,-1,2037,250,-1,-1,21496,71,-1,-1,-1,-1,29209,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27307,159,583,750,-1,-1,-1,-1,-1,-1,-1,-1,760,1543,-1,-1,19786,99,-1,-1,1935,126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2792,52,-1,-1,-1,-1,2142,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dkeen,490,2277,1062406916,1321,99,102459993,645,99,96332590,561,99,200000000,744,99,164785110,10920,99,34372688,2855,99,13556945,5983,99,29074980,8309,99,25574098,2856,99,31243338,3395,99,23012673,684,99,60532521,2176,99,25013268,3990,99,13863101,3831,99,13300457,1858,99,25328040,1742,99,14891835,2063,99,25008414,602,99,25853225,1689,99,57960922,2372,99,25803166,575,99,13869929,1662,99,27294254,2544,99,13275369,2967,55910,-1,-1,-1,-1,20362,31,41628,6,19461,6,46393,2,16440,11,6248,6,-1,-1,-1,-1,-1,-1,1231,279,-1,-1,19168,80,-1,-1,-1,-1,29956,76,-1,-1,-1,-1,-1,-1,-1,-1,1466,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17004,242,2302,750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7909,135,11666,165,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,589,123,-1,-1,957,2,994,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
